"","LSOA11CD","LSOA11NM","MEAN"
"2316","E01001591","Greenwich 012C",38.0273838630807
"2317","E01003292","Lewisham 017A",38.0242057488654
"2318","E01003265","Lewisham 031B",38.020592020592
"2319","E01002075","Haringey 015A",38.018898488121
"2320","E01001704","Greenwich 011F",38.0184266477675
"2321","E01001459","Enfield 024A",38.0148916967509
"2322","E01004464","Waltham Forest 013C",38.0131118881119
"2323","E01001652","Greenwich 019D",38.0124716553288
"2324","E01033708","Hackney 027G",38.0115525500141
"2325","E01001109","Croydon 013B",38.0082018927445
"2326","E01003727","Redbridge 003D",38.0066068900425
"2327","E01001946","Hammersmith and Fulham 004D",38.0048504446241
"2328","E01000148","Barnet 030B",38.004347826087
"2329","E01004483","Wandsworth 026D",38.0026560424967
"2330","E01000002","City of London 001B",38
"2331","E01001374","Ealing 040A",37.9984532095901
"2332","E01000701","Bromley 015B",37.9962178517398
"2333","E01001547","Enfield 002C",37.9952662721893
"2334","E01000322","Barnet 011E",37.9805292061907
"2335","E01001436","Enfield 007D",37.9754350051177
"2336","E01000220","Barnet 037E",37.9696769940672
"2337","E01001176","Croydon 011C",37.9682791435369
"2338","E01000676","Bromley 008B",37.965180207697
"2339","E01000632","Brent 029E",37.9638976515948
"2340","E01002391","Havering 018E",37.95841993428
"2341","E01002630","Hounslow 012A",37.9580536912752
"2342","E01001537","Enfield 005E",37.9541036717063
"2343","E01003436","Merton 023B",37.9441340782123
"2344","E01002014","Haringey 020B",37.942789034565
"2345","E01003161","Lambeth 023E",37.9402618657938
"2346","E01001866","Hammersmith and Fulham 012A",37.939894319683
"2347","E01001593","Greenwich 014C",37.936887921654
"2348","E01004232","Tower Hamlets 003C",37.9353312302839
"2349","E01000863","Camden 021A",37.930487804878
"2350","E01001370","Ealing 037D",37.9300668151448
"2351","E01002090","Haringey 005A",37.9292267365662
"2352","E01001478","Enfield 016B",37.925667090216
"2353","E01003033","Lambeth 019E",37.9233355749832
"2354","E01003168","Lambeth 025C",37.9212481426449
"2355","E01003723","Redbridge 002C",37.9182346903866
"2356","E01032567","Greenwich 033D",37.9151807228916
"2357","E01001014","Croydon 024A",37.9141248240263
"2358","E01000605","Brent 021F",37.9118993135011
"2359","E01001192","Croydon 008E",37.9103521878335
"2360","E01000801","Bromley 015E",37.9098666666667
"2361","E01001188","Croydon 014D",37.9096225412015
"2362","E01003165","Lambeth 025B",37.9079889807163
"2363","E01000113","Barking and Dagenham 002F",37.906330749354
"2364","E01000495","Brent 023C",37.9042189281642
"2365","E01004512","Wandsworth 019B",37.8970331588133
"2366","E01004534","Wandsworth 008A",37.8936335403727
"2367","E01003386","Merton 013A",37.893216080402
"2368","E01000454","Bexley 013C",37.889489194499
"2369","E01001198","Ealing 021C",37.8853974121996
"2370","E01003738","Redbridge 031B",37.8844827586207
"2371","E01004495","Wandsworth 024A",37.8832618025751
"2372","E01004493","Wandsworth 019A",37.8829787234043
"2373","E01000222","Barnet 040C",37.8814420517784
"2374","E01001645","Greenwich 022A",37.8788732394366
"2375","E01004224","Tower Hamlets 001C",37.8743419546807
"2376","E01004052","Southwark 024E",37.8679138321995
"2377","E01001990","Haringey 034C",37.8619550858653
"2378","E01003224","Lewisham 022E",37.8598684210526
"2379","E01004162","Sutton 018E",37.8560224089636
"2380","E01001673","Greenwich 006B",37.8555111364934
"2381","E01001683","Greenwich 017B",37.8531114327062
"2382","E01001550","Enfield 006E",37.8513819664703
"2383","E01002102","Haringey 007C",37.848932160804
"2384","E01001508","Enfield 012E",37.8457807953443
"2385","E01004612","Wandsworth 032C",37.8446280991736
"2386","E01033148","Enfield 003F",37.8439955106622
"2387","E01001805","Hackney 009B",37.8428290766208
"2388","E01002964","Kingston upon Thames 005A",37.8400893712097
"2389","E01003713","Redbridge 034A",37.8383561643836
"2390","E01001984","Haringey 033A",37.8360242179617
"2391","E01004128","Sutton 002D",37.8330454807139
"2392","E01001429","Enfield 030D",37.8290176736539
"2393","E01002349","Havering 029D",37.8270186867821
"2394","E01002214","Harrow 031A",37.8264462809917
"2395","E01033327","Lewisham 012F",37.8246831623416
"2396","E01003229","Lewisham 019D",37.8233333333333
"2397","E01033424","Brent 017F",37.8215535339398
"2398","E01002052","Haringey 029C",37.8195970695971
"2399","E01000028","Barking and Dagenham 001B",37.8157715839565
"2400","E01004558","Wandsworth 015C",37.8146993318486
"2401","E01001502","Enfield 018D",37.8057245080501
"2402","E01000057","Barking and Dagenham 012A",37.8023097826087
"2403","E01003448","Merton 023D",37.7981972959439
"2404","E01004364","Waltham Forest 019B",37.7966950425638
"2405","E01033320","Lewisham 017E",37.7958041958042
"2406","E01001507","Enfield 012D",37.7947290274684
"2407","E01001138","Croydon 001B",37.7935533384497
"2408","E01033724","Hillingdon 016F",37.7919859314157
"2409","E01001554","Enfield 037C",37.7883149872989
"2410","E01003392","Merton 013D",37.786683107275
"2411","E01004001","Southwark 026B",37.7833935018051
"2412","E01004138","Sutton 013C",37.7820895522388
"2413","E01000265","Barnet 011A",37.7815045519885
"2414","E01003673","Redbridge 007F",37.7812018489985
"2415","E01000033","Barking and Dagenham 006A",37.7810526315789
"2416","E01003138","Lambeth 026D",37.7790956263899
"2417","E01003387","Merton 014A",37.77609354699
"2418","E01003214","Lewisham 008D",37.775873015873
"2419","E01004427","Waltham Forest 022E",37.7687392479725
"2420","E01002759","Islington 002D",37.7602230483271
"2421","E01003344","Lewisham 010D",37.7568585260893
"2422","E01004550","Wandsworth 017D",37.7559274755927
"2423","E01004360","Waltham Forest 004B",37.7549933422104
"2424","E01032771","Tower Hamlets 033B",37.7528280542986
"2425","E01003291","Lewisham 012D",37.7524184879971
"2426","E01001890","Hammersmith and Fulham 016C",37.7503840245776
"2427","E01001915","Hammersmith and Fulham 024A",37.7501213003396
"2428","E01000620","Brent 020B",37.7473277234478
"2429","E01004570","Wandsworth 023B",37.7468030690537
"2430","E01002236","Harrow 011E",37.7462756052142
"2431","E01001201","Ealing 025B",37.7457898957498
"2432","E01001393","Enfield 036C",37.742474916388
"2433","E01001085","Croydon 004A",37.7412280701754
"2434","E01003095","Lambeth 012E",37.7404336734694
"2435","E01001871","Hammersmith and Fulham 012E",37.7346326836582
"2436","E01001136","Croydon 007A",37.7342682488314
"2437","E01001388","Ealing 028E",37.7311827956989
"2438","E01001927","Hammersmith and Fulham 008C",37.7289066400399
"2439","E01004472","Wandsworth 021A",37.7283105022831
"2440","E01002569","Hounslow 001A",37.7282450170151
"2441","E01002897","Kensington and Chelsea 020D",37.7254355400697
"2442","E01002080","Haringey 015D",37.7253927540878
"2443","E01004143","Sutton 014A",37.724286949006
"2444","E01033583","Newham 013G",37.7178564665783
"2445","E01004488","Wandsworth 029B",37.7168224299065
"2446","E01000481","Brent 009B",37.7155005798222
"2447","E01002640","Hounslow 012C",37.7112107623318
"2448","E01002754","Islington 002B",37.7104622871046
"2449","E01004479","Wandsworth 017C",37.7086776859504
"2450","E01001463","Enfield 031A",37.6999217527387
"2451","E01033576","Newham 034H",37.6903446461458
"2452","E01003766","Redbridge 024A",37.6892163429337
"2453","E01002138","Harrow 027C",37.6890756302521
"2454","E01001514","Enfield 016E",37.6874084919473
"2455","E01004545","Wandsworth 027B",37.6856946354883
"2456","E01004509","Wandsworth 010A",37.6824534161491
"2457","E01001126","Croydon 034H",37.6708633093525
"2458","E01002078","Haringey 015C",37.6697377746279
"2459","E01001653","Greenwich 029A",37.6696730552424
"2460","E01001239","Ealing 015C",37.6628915662651
"2461","E01001433","Enfield 007A",37.6502361275089
"2462","E01000585","Brent 033F",37.6462311557789
"2463","E01004181","Sutton 020E",37.641935483871
"2464","E01001321","Ealing 003F",37.6405131264916
"2465","E01001970","Haringey 004B",37.6353436185133
"2466","E01000142","Barnet 040B",37.6341341341341
"2467","E01002280","Havering 004A",37.6301369863014
"2468","E01002095","Haringey 006D",37.6240812040602
"2469","E01001264","Ealing 010E",37.6224025974026
"2470","E01000966","Camden 016D",37.6166924265842
"2471","E01004519","Wandsworth 036C",37.6140350877193
"2472","E01000066","Barking and Dagenham 011A",37.6136270909833
"2473","E01003322","Lewisham 020D",37.6111484217596
"2474","E01004343","Waltham Forest 008A",37.6076675026872
"2475","E01000969","Camden 010A",37.6073985680191
"2476","E01003706","Redbridge 010B",37.6046511627907
"2477","E01003674","Redbridge 007G",37.6024363233666
"2478","E01003118","Lambeth 029C",37.5996284254529
"2479","E01001789","Hackney 015C",37.5974973931178
"2480","E01001320","Ealing 003E",37.5974951414381
"2481","E01002346","Havering 030C",37.5882073228721
"2482","E01000894","Camden 002B",37.587656529517
"2483","E01004616","Wandsworth 034C",37.5861742424242
"2484","E01032562","Bromley 040D",37.5846898372195
"2485","E01004487","Wandsworth 030C",37.5783018867925
"2486","E01003071","Lambeth 018D",37.5717592592593
"2487","E01000474","Brent 026B",37.5713560182834
"2488","E01001383","Ealing 028D",37.5678478824546
"2489","E01003257","Lewisham 028B",37.5651376146789
"2490","E01002666","Hounslow 021E",37.5610687022901
"2491","E01003396","Merton 007C",37.5578093306288
"2492","E01000970","Camden 010B",37.5541125541126
"2493","E01033456","Brent 027F",37.5534308211474
"2494","E01000892","Camden 006D",37.5529991783073
"2495","E01000128","Barnet 024C",37.5521219612691
"2496","E01000785","Bromley 001F",37.5511661113755
"2497","E01001296","Ealing 017C",37.5488342785129
"2498","E01000849","Camden 011D",37.546835443038
"2499","E01000313","Barnet 036F",37.5461680517082
"2500","E01000871","Camden 005A",37.5428666004634
"2501","E01002084","Haringey 019B",37.5388925510877
"2502","E01000953","Camden 022B",37.5383593490535
"2503","E01003555","Newham 007B",37.5368484122229
"2504","E01032582","Lambeth 036E",37.5327635327635
"2505","E01000471","Brent 026A",37.5326164874552
"2506","E01001844","Hackney 022D",37.5306254029658
"2507","E01002348","Havering 029C",37.5281797687441
"2508","E01003500","Newham 027C",37.5242001640689
"2509","E01002905","Kensington and Chelsea 002B",37.5229191797346
"2510","E01003085","Lambeth 030C",37.5220720720721
"2511","E01004645","Wandsworth 016E",37.5206766917293
"2512","E01001713","Greenwich 005E",37.5176233635448
"2513","E01000342","Bexley 022B",37.5100942126514
"2514","E01002305","Havering 005B",37.5060502076937
"2515","E01001956","Hammersmith and Fulham 003B",37.5055928411633
"2516","E01001000","Croydon 010B",37.5051169590643
"2517","E01001038","Croydon 029C",37.5039447731755
"2518","E01000511","Brent 014D",37.4957472660996
"2519","E01000156","Barnet 022A",37.494713411241
"2520","E01001919","Hammersmith and Fulham 018E",37.4930747922438
"2521","E01002506","Hillingdon 027E",37.4929627023223
"2522","E01004127","Sutton 005A",37.486077186126
"2523","E01000553","Brent 015A",37.4791086350975
"2524","E01003388","Merton 013B",37.4735030970406
"2525","E01001267","Ealing 006C",37.4723670490094
"2526","E01001137","Croydon 001A",37.4718566227947
"2527","E01000226","Barnet 018D",37.4716874292186
"2528","E01004544","Wandsworth 021E",37.4708737864078
"2529","E01000885","Camden 004E",37.467996140238
"2530","E01003438","Merton 024A",37.459823742872
"2531","E01001875","Hammersmith and Fulham 001B",37.4584309133489
"2532","E01002063","Haringey 036B",37.4572463768116
"2533","E01002545","Hillingdon 023C",37.456807187284
"2534","E01004430","Waltham Forest 026D",37.4516065830721
"2535","E01002643","Hounslow 015B",37.4509803921569
"2536","E01002653","Hounslow 019A",37.4495624136343
"2537","E01001943","Hammersmith and Fulham 004A",37.448182433958
"2538","E01004065","Southwark 025D",37.4457399103139
"2539","E01033081","Hounslow 003F",37.4396186440678
"2540","E01002575","Hounslow 001E",37.4388204225352
"2541","E01003368","Merton 008A",37.4339622641509
"2542","E01033731","Greenwich 004E",37.4329329329329
"2543","E01002488","Hillingdon 030B",37.4320372216683
"2544","E01003843","Richmond upon Thames 013D",37.4310555216596
"2545","E01002771","Islington 004C",37.4283374283374
"2546","E01001276","Ealing 011A",37.4273789649416
"2547","E01003035","Lambeth 012B",37.4273356401384
"2548","E01000578","Brent 012D",37.4240696278511
"2549","E01001581","Greenwich 016A",37.423786407767
"2550","E01004405","Waltham Forest 020B",37.4231418918919
"2551","E01003253","Lewisham 002E",37.4227812718379
"2552","E01000076","Barking and Dagenham 012E",37.4227129337539
"2553","E01001292","Ealing 014D",37.4209686003193
"2554","E01003274","Lewisham 014B",37.4198931909212
"2555","E01004438","Waltham Forest 024C",37.4178874325366
"2556","E01000097","Barking and Dagenham 023C",37.4177215189873
"2557","E01001243","Ealing 024D",37.4148887880163
"2558","E01001423","Enfield 027A",37.4148880791255
"2559","E01000340","Bexley 018A",37.4087940792338
"2560","E01001059","Croydon 034B",37.4051724137931
"2561","E01002657","Hounslow 018E",37.4051391862955
"2562","E01002034","Haringey 037A",37.4024303073624
"2563","E01002468","Hillingdon 010C",37.4011127971674
"2564","E01001367","Ealing 037B",37.4008704061896
"2565","E01000886","Camden 006A",37.3977844914401
"2566","E01004441","Waltham Forest 024E",37.3951863354037
"2567","E01004103","Sutton 013B",37.3929183323815
"2568","E01033592","Redbridge 019I",37.3894039735099
"2569","E01000983","Croydon 017D",37.3833333333333
"2570","E01002574","Hounslow 001D",37.382807668522
"2571","E01004342","Waltham Forest 011A",37.3827194682913
"2572","E01004518","Wandsworth 036B",37.3752913752914
"2573","E01003346","Lewisham 026A",37.371469740634
"2574","E01000961","Camden 017B",37.3706754530478
"2575","E01001040","Croydon 029E",37.3684210526316
"2576","E01003230","Lewisham 019E",37.3606173994387
"2577","E01000613","Brent 013E",37.3586363636364
"2578","E01003712","Redbridge 010D",37.3560117302053
"2579","E01001904","Hammersmith and Fulham 022A",37.3531114327062
"2580","E01004566","Wandsworth 001B",37.3525708289612
"2581","E01001880","Hammersmith and Fulham 017A",37.3525691699605
"2582","E01003218","Lewisham 022B",37.3509513742072
"2583","E01001791","Hackney 015D",37.3509433962264
"2584","E01004410","Waltham Forest 013B",37.3414387031408
"2585","E01003832","Richmond upon Thames 020E",37.3376449598573
"2586","E01000570","Brent 012A",37.336109008327
"2587","E01003690","Redbridge 035A",37.3299624011409
"2588","E01001249","Ealing 028A",37.328811369509
"2589","E01003262","Lewisham 021E",37.3239875389408
"2590","E01000617","Brent 017C",37.3228634039445
"2591","E01000103","Barking and Dagenham 014A",37.3208357183744
"2592","E01001955","Hammersmith and Fulham 002A",37.3159579332419
"2593","E01000411","Bexley 016D",37.3157617290459
"2594","E01002202","Harrow 012E",37.3127889060092
"2595","E01033741","Greenwich 002G",37.3125874125874
"2596","E01033568","Kingston upon Thames 004F",37.3121611154144
"2597","E01001696","Greenwich 011B",37.3119200571021
"2598","E01002303","Havering 003B",37.3093189964158
"2599","E01003543","Newham 001A",37.3091236494598
"2600","E01003741","Redbridge 031E",37.3073068893528
"2601","E01002650","Hounslow 021B",37.3044217687075
"2602","E01003929","Southwark 002B",37.3006369426752
"2603","E01004450","Waltham Forest 006A",37.2964959568733
"2604","E01002204","Harrow 032A",37.2916201117318
"2605","E01003277","Lewisham 011B",37.2870919881306
"2606","E01004412","Waltham Forest 015A",37.2855245683931
"2607","E01002526","Hillingdon 028C",37.2844682992284
"2608","E01001891","Hammersmith and Fulham 018B",37.2835990888383
"2609","E01003756","Redbridge 023C",37.2782225780624
"2610","E01001637","Greenwich 009D",37.2772062804548
"2611","E01003236","Lewisham 037A",37.2762492981471
"2612","E01003692","Redbridge 035C",37.2755035737492
"2613","E01003405","Merton 018E",37.274291860882
"2614","E01001376","Ealing 040B",37.2721396250808
"2615","E01001710","Greenwich 005D",37.2687927107062
"2616","E01004174","Sutton 017C",37.2658377738307
"2617","E01001651","Greenwich 019C",37.2642064010451
"2618","E01002093","Haringey 005B",37.2604817127565
"2619","E01001959","Hammersmith and Fulham 003C",37.2572164948454
"2620","E01000152","Barnet 026C",37.2537396121884
"2621","E01003036","Lambeth 012C",37.2535211267606
"2622","E01003341","Lewisham 006D",37.2504192286193
"2623","E01000945","Camden 023B",37.2479674796748
"2624","E01002424","Hillingdon 018C",37.2454668470907
"2625","E01003376","Merton 012B",37.2448048656868
"2626","E01000111","Barking and Dagenham 002D",37.2444518052335
"2627","E01000948","Camden 021D",37.2438534872052
"2628","E01001426","Enfield 030B",37.2408854166667
"2629","E01003646","Redbridge 012A",37.2398857686816
"2630","E01001298","Ealing 017E",37.2396365701306
"2631","E01003194","Lewisham 029B",37.2353823088456
"2632","E01003514","Newham 036C",37.2302927927928
"2633","E01000699","Bromley 015A",37.2285714285714
"2634","E01001087","Croydon 003C",37.2241195304162
"2635","E01000451","Bexley 009F",37.2207293666027
"2636","E01004613","Wandsworth 033D",37.2197580645161
"2637","E01004601","Wandsworth 018D",37.216385860588
"2638","E01004415","Waltham Forest 004D",37.2122587968218
"2639","E01000231","Barnet 013D",37.2118620689655
"2640","E01002068","Haringey 025B",37.2112155809268
"2641","E01001261","Ealing 012C",37.2064739884393
"2642","E01001115","Croydon 015B",37.2051513782196
"2643","E01003157","Lambeth 023C",37.2013301088271
"2644","E01001669","Greenwich 033A",37.1991238550378
"2645","E01000093","Barking and Dagenham 022B",37.1986981843097
"2646","E01004140","Sutton 012B",37.1975957926371
"2647","E01000963","Camden 017C",37.1904761904762
"2648","E01002092","Haringey 006B",37.1892430278884
"2649","E01001911","Hammersmith and Fulham 015D",37.1875397329943
"2650","E01003272","Lewisham 014A",37.1847682119205
"2651","E01003195","Lewisham 029C",37.1830698623151
"2652","E01003064","Lambeth 028A",37.1811125485123
"2653","E01003389","Merton 013C",37.1749865807837
"2654","E01003394","Merton 007A",37.1740787801779
"2655","E01003211","Lewisham 008B",37.1739130434783
"2656","E01001161","Croydon 003D",37.1733966745843
"2657","E01032579","Lewisham 039E",37.1712643678161
"2658","E01002332","Havering 009C",37.1706008583691
"2659","E01004400","Waltham Forest 009C",37.169930875576
"2660","E01003956","Southwark 030C",37.1675675675676
"2661","E01002486","Hillingdon 028A",37.165496391652
"2662","E01001001","Croydon 013A",37.1652892561983
"2663","E01001434","Enfield 007B",37.1606334841629
"2664","E01001623","Greenwich 025C",37.1582786287381
"2665","E01001505","Enfield 012C",37.1578133058277
"2666","E01001895","Hammersmith and Fulham 009A",37.1486175115207
"2667","E01000799","Bromley 004A",37.1417395306029
"2668","E01032790","Hammersmith and Fulham 023F",37.1409395973154
"2669","E01001934","Hammersmith and Fulham 025B",37.1404185022026
"2670","E01001801","Hackney 008B",37.1391184573003
"2671","E01003217","Lewisham 022A",37.1333333333333
"2672","E01002237","Harrow 024A",37.1258549931601
"2673","E01004139","Sutton 013D",37.1240105540897
"2674","E01000629","Brent 005E",37.1233947515355
"2675","E01002611","Hounslow 024D",37.1207155222158
"2676","E01003123","Lambeth 006C",37.1180939226519
"2677","E01001644","Greenwich 038D",37.1137440758294
"2678","E01001988","Haringey 034B",37.1083094555874
"2679","E01001259","Ealing 014B",37.1054043694902
"2680","E01003275","Lewisham 014C",37.1030927835052
"2681","E01000535","Brent 031F",37.1008933263269
"2682","E01001410","Enfield 005C",37.1006966434452
"2683","E01033745","Greenwich 002I",37.097311827957
"2684","E01003949","Southwark 032A",37.0950087565674
"2685","E01003757","Redbridge 020D",37.0946719506825
"2686","E01003906","Richmond upon Thames 010B",37.0911270983213
"2687","E01000341","Bexley 022A",37.0906040268456
"2688","E01001865","Hammersmith and Fulham 008B",37.0865139949109
"2689","E01001664","Greenwich 037B",37.085993485342
"2690","E01000604","Brent 021E",37.0813397129187
"2691","E01002425","Hillingdon 018D",37.0809761508597
"2692","E01000997","Croydon 009D",37.080875356803
"2693","E01004520","Wandsworth 036D",37.0788781770377
"2694","E01003212","Lewisham 005D",37.0774710596616
"2695","E01001159","Croydon 002C",37.076406172225
"2696","E01033341","Lewisham 012G",37.0754276827372
"2697","E01003067","Lambeth 033C",37.072192513369
"2698","E01002128","Harrow 020A",37.0693333333333
"2699","E01000499","Brent 011B",37.067316886594
"2700","E01003914","Southwark 024B",37.0660762942779
"2701","E01001703","Greenwich 011E",37.0607424071991
"2702","E01033574","Newham 034F",37.0549450549451
"2703","E01004358","Waltham Forest 002D",37.049173553719
"2704","E01001035","Croydon 027A",37.0473372781065
"2705","E01000618","Brent 017D",37.0466926070039
"2706","E01001711","Greenwich 004C",37.0461893764434
"2707","E01002408","Hillingdon 019A",37.0460717749758
"2708","E01001200","Ealing 025A",37.0436067997044
"2709","E01001635","Greenwich 007D",37.0433333333333
"2710","E01004176","Sutton 010E",37.0427872860636
"2711","E01001546","Enfield 001C",37.0390365448505
"2712","E01002769","Islington 008A",37.0381928272007
"2713","E01003237","Lewisham 037B",37.0347169811321
"2714","E01000522","Brent 025C",37.0344589937974
"2715","E01003099","Lambeth 005B",37.0330661322645
"2716","E01001377","Ealing 034B",37.0285417747794
"2717","E01002373","Havering 027D",37.0271230222796
"2718","E01033705","Hackney 028D",37.0235792019347
"2719","E01000074","Barking and Dagenham 012C",37.0205686630369
"2720","E01000843","Camden 014A",37.0154394299287
"2721","E01003722","Redbridge 002B",37.0127433628319
"2722","E01000506","Brent 014A",37.01178848097
"2723","E01004348","Waltham Forest 010B",37.0104516610676
"2724","E01002592","Hounslow 022D",37.0097255991664
"2725","E01002016","Haringey 028A",37.0082063305979
"2726","E01003415","Merton 017C",37.003233256351
"2727","E01000497","Brent 011A",37.0029498525074
"2728","E01000224","Barnet 040D",37.0024691358025
"2729","E01000962","Camden 016A",37.0021164021164
"2730","E01000971","Camden 010C",37
"2731","E01002079","Haringey 012C",36.9950787401575
"2732","E01001353","Ealing 033A",36.9871991807476
"2733","E01001461","Enfield 027D",36.9848901098901
"2734","E01000633","Brent 019D",36.9825406381698
"2735","E01001504","Enfield 012B",36.9799219185722
"2736","E01033712","Hackney 023G",36.9760147601476
"2737","E01003143","Lambeth 035D",36.9750467872739
"2738","E01002182","Harrow 020D",36.974180734856
"2739","E01000482","Brent 009C",36.9653465346535
"2740","E01004228","Tower Hamlets 003A",36.9649681528662
"2741","E01033573","Barnet 030F",36.9602272727273
"2742","E01001847","Hackney 018B",36.9555345316935
"2743","E01003073","Lambeth 014B",36.9550432276657
"2744","E01001045","Croydon 027C",36.9535447384367
"2745","E01004473","Wandsworth 026A",36.9523809523809
"2746","E01002001","Haringey 031B",36.9521126760563
"2747","E01000133","Barnet 021C",36.9451029320025
"2748","E01003330","Lewisham 033B",36.9393361312476
"2749","E01004063","Southwark 025C",36.9390597794544
"2750","E01002636","Hounslow 010E",36.9380445304937
"2751","E01000561","Brent 023E",36.9344978165939
"2752","E01004414","Waltham Forest 005B",36.9306378529104
"2753","E01002673","Hounslow 020E",36.926335174954
"2754","E01000157","Barnet 022B",36.924512987013
"2755","E01032774","Tower Hamlets 032E",36.924168297456
"2756","E01004020","Southwark 029D",36.9175879396985
"2757","E01000622","Brent 010D",36.9136450381679
"2758","E01003315","Lewisham 024D",36.9130136986301
"2759","E01001672","Greenwich 006A",36.9113327791632
"2760","E01003635","Newham 016D",36.9091601116468
"2761","E01000615","Brent 017B",36.9067427541673
"2762","E01000877","Camden 005E",36.9065836298932
"2763","E01001668","Greenwich 036C",36.9004719004719
"2764","E01004706","Westminster 006B",36.8997821350763
"2765","E01000960","Camden 017A",36.8991379310345
"2766","E01003342","Lewisham 010C",36.8991044776119
"2767","E01004390","Waltham Forest 003E",36.898247771288
"2768","E01003377","Merton 012C",36.8967684021544
"2769","E01000041","Barking and Dagenham 017A",36.8965744400527
"2770","E01004449","Waltham Forest 018E",36.8956473214286
"2771","E01002017","Haringey 028B",36.8955882352941
"2772","E01003369","Merton 005B",36.8942826321467
"2773","E01001089","Croydon 004C",36.8940355329949
"2774","E01032778","Tower Hamlets 028G",36.8936378466558
"2775","E01000999","Croydon 009E",36.8899273104881
"2776","E01002773","Islington 004D",36.8845338983051
"2777","E01001389","Ealing 028F",36.8730822873082
"2778","E01000639","Brent 022C",36.8719008264463
"2779","E01004481","Wandsworth 029A",36.8700787401575
"2780","E01004548","Wandsworth 029D",36.8679245283019
"2781","E01001364","Ealing 026E",36.8594142259414
"2782","E01003020","Lambeth 016A",36.8545581071677
"2783","E01033582","Newham 037H",36.8510638297872
"2784","E01002586","Hounslow 013D",36.8487295179292
"2785","E01004382","Waltham Forest 008C",36.8451882845188
"2786","E01003014","Lambeth 036B",36.8328025477707
"2787","E01003127","Lambeth 010E",36.8307464892831
"2788","E01001552","Enfield 001D",36.8232974910394
"2789","E01000195","Barnet 013A",36.8227435646791
"2790","E01002057","Haringey 032D",36.8169811320755
"2791","E01000933","Camden 020C",36.8105360443623
"2792","E01000802","Bromley 004B",36.8085790884719
"2793","E01004170","Sutton 017B",36.808181096108
"2794","E01003768","Redbridge 024C",36.8013620885358
"2795","E01004183","Sutton 001B",36.8010622887494
"2796","E01001114","Croydon 013E",36.7989010989011
"2797","E01001579","Greenwich 003E",36.7970043358297
"2798","E01002621","Hounslow 011B",36.7924528301887
"2799","E01003412","Merton 014D",36.7891221374046
"2800","E01002444","Hillingdon 031A",36.7864297253635
"2801","E01001088","Croydon 004B",36.7857601026299
"2802","E01004475","Wandsworth 026B",36.7838616714697
"2803","E01000911","Camden 003B",36.7787810383747
"2804","E01004031","Southwark 007B",36.7741403674046
"2805","E01001702","Greenwich 015D",36.7719498289624
"2806","E01000875","Camden 013A",36.7681660899654
"2807","E01002614","Hounslow 027D",36.7680576504106
"2808","E01004413","Waltham Forest 004C",36.7680444170265
"2809","E01004533","Wandsworth 033B",36.7668918918919
"2810","E01003398","Merton 007E",36.7589841878294
"2811","E01033735","Greenwich 004G",36.7589545014521
"2812","E01003047","Lambeth 011B",36.7560307017544
"2813","E01002331","Havering 005E",36.7559793148028
"2814","E01001447","Enfield 003C",36.7534611288605
"2815","E01001952","Hammersmith and Fulham 024D",36.7486800422386
"2816","E01004439","Waltham Forest 021D",36.7449118046133
"2817","E01000965","Camden 016C",36.7424103035879
"2818","E01004606","Wandsworth 006C",36.7407757805109
"2819","E01000740","Bromley 005A",36.7393378226712
"2820","E01002053","Haringey 032A",36.7338429464906
"2821","E01004178","Sutton 017D",36.731438268986
"2822","E01004417","Waltham Forest 005C",36.7303206997085
"2823","E01002308","Havering 005C",36.7267637178051
"2824","E01004077","Sutton 011B",36.7265832385286
"2825","E01000080","Barking and Dagenham 007C",36.7265288544358
"2826","E01000745","Bromley 005D",36.7194320830684
"2827","E01002050","Haringey 029A",36.7094717668488
"2828","E01003270","Lewisham 023D",36.7065761258041
"2829","E01004445","Waltham Forest 018C",36.7027341477603
"2830","E01003210","Lewisham 005C",36.6989079563183
"2831","E01003303","Lewisham 039C",36.6962081128748
"2832","E01003189","Lewisham 034A",36.6949602122016
"2833","E01000306","Barnet 036C",36.6939058171745
"2834","E01001937","Hammersmith and Fulham 025C",36.6926229508197
"2835","E01000998","Croydon 010A",36.6881569726699
"2836","E01003497","Newham 034A",36.6875458412792
"2837","E01004125","Sutton 001A",36.6872700515085
"2838","E01002086","Haringey 013B",36.6849771119434
"2839","E01002301","Havering 003A",36.6846912678115
"2840","E01002628","Hounslow 011D",36.6810394060537
"2841","E01002507","Hillingdon 027F",36.6748974943052
"2842","E01003691","Redbridge 035B",36.6741622574956
"2843","E01000130","Barnet 021A",36.6714042069358
"2844","E01004633","Wandsworth 022D",36.6707920792079
"2845","E01002617","Hounslow 028D",36.6687940140845
"2846","E01001576","Greenwich 003B",36.6644490644491
"2847","E01001435","Enfield 007C",36.6636539703034
"2848","E01000129","Barnet 024D",36.6635944700461
"2849","E01003141","Lambeth 034B",36.6622596153846
"2850","E01001156","Croydon 001C",36.6597495527728
"2851","E01000087","Barking and Dagenham 020B",36.658231220032
"2852","E01000796","Bromley 009C",36.6560636182903
"2853","E01000091","Barking and Dagenham 022A",36.652855993564
"2854","E01001218","Ealing 012A",36.652158142909
"2855","E01004229","Tower Hamlets 004C",36.6493873704053
"2856","E01001827","Hackney 029D",36.6482954545455
"2857","E01000576","Brent 012C",36.6439342015079
